,date,country,GDP,quarter,ADM0_ISO,sum,mean,std,year
1189,2017-03-31,英国,2.43,1,GBR,3561994.155973908,1.8441097726819573,6.3681418775981316,2017
1190,2017-06-30,英国,2.52,2,GBR,400100.25997792435,0.20726083817965132,1.4145976739175248,2017
1191,2017-09-30,英国,2.79,3,GBR,1154380.7696829846,0.597631782324106,1.8682861172219685,2017
1192,2017-12-31,英国,2.87,4,GBR,3668690.269702787,1.8987507606527343,8.225461599677303,2017
1193,2018-03-31,英国,2.07,1,GBR,3882976.471999167,2.0096701653935747,6.461170681825756,2018
1194,2018-06-30,英国,1.59,2,GBR,0.0,0.0,0.0,2018
1195,2018-09-30,英国,1.28,3,GBR,697971.8597992511,0.3614795674496023,1.545935724435802,2018
1196,2018-12-31,英国,0.69,4,GBR,3586448.506527441,1.8561860852762926,6.7000623971196305,2018
1197,2019-03-31,英国,1.36,1,GBR,3679102.2128208545,1.904152549075085,6.477875598085915,2019
1198,2019-06-30,英国,1.52,2,GBR,392591.5965993677,0.20398045600914438,1.3381156867526762,2019
1199,2019-09-30,英国,1.92,3,GBR,1045173.6195875934,0.5413853327011796,1.9697655445900955,2019
1200,2019-12-31,英国,1.77,4,GBR,3335987.223127553,1.7265587681232326,6.7980244881685685,2019
1201,2020-03-31,英国,-1.72,1,GBR,3312508.463021398,1.715543481715568,7.27527235255359,2020
1202,2020-06-30,英国,-21.94,2,GBR,28261.339993736397,0.014626811440945034,0.2333606836706654,2020
1203,2020-09-30,英国,-9.51,3,GBR,1121747.1864353355,0.5836016683923747,1.8958291066587216,2020
1204,2020-12-31,英国,-8.26,4,GBR,3473707.548163075,1.797837670847357,7.193808323252188,2020
1205,2021-03-31,英国,-6.66,1,GBR,4233913.645562458,0.4343518301863354,3.6025845627182544,2021
1206,2021-06-30,英国,25.73,2,GBR,44814.050049525365,0.0045974067726397665,0.1792506154727925,2021
1207,2021-09-30,英国,9.52,3,GBR,398339.0999252126,0.04086600967302017,0.5764739309465637,2021
1208,2021-12-31,英国,9.69,4,GBR,3341531.235433176,0.3428018897128467,2.6065173812068725,2021
1209,2022-03-31,英国,11.42,1,GBR,3830620.3152460386,0.3929767641946594,2.8308217249329135,2022
1210,2022-06-30,英国,3.9,2,GBR,36380.2232999305,0.003732211785605167,0.11406321316738266,2022
1211,2022-09-30,英国,2.07,3,GBR,1104773.9392266597,0.1133571763081873,1.7659724821364886,2022
1212,2022-12-31,英国,0.64,4,GBR,3357408.337730573,0.34443056357269713,2.462516849290037,2022
1213,2023-03-31,英国,0.29,1,GBR,3671440.331285672,0.37664736729350984,2.938510364995919,2023
1214,2023-06-30,英国,0.21,2,GBR,0.0,0.0,0.0,2023
1215,2023-09-30,英国,0.17,3,GBR,1097506.1331694594,0.1125933245375399,1.194748570325213,2023
1216,2023-12-31,英国,-0.25,4,GBR,3618493.5648273826,0.3712292929796038,3.9562992683688716,2023
1217,2024-03-31,英国,0.29,1,GBR,3815256.998212494,0.3914273236866927,3.291501189815826,2024
1370,2013-03-31,法国,-0.1,1,FRA,6165370.355991754,1.5438573520217183,7.193800727934426,2013
1371,2013-06-30,法国,1.2,2,FRA,1882847.8332506914,0.48381554306396635,2.110632023541734,2013
1372,2013-09-30,法国,0.9,3,FRA,2064652.4901995633,0.5031088481466998,3.4911281044601914,2013
1373,2013-12-31,法国,1.6,4,FRA,5466326.619064496,1.4029585605739994,7.690260482563062,2013
1374,2014-03-31,法国,1.5,1,FRA,5552670.239283551,1.3802833098908815,9.056035189715853,2014
1375,2014-06-30,法国,0.8,2,FRA,1755832.4065807902,0.4411165497437463,2.6298746712519683,2014
1376,2014-09-30,法国,1.4,3,FRA,2826927.576224539,0.6931875593458073,3.521502863486972,2014
1377,2014-12-31,法国,0.4,4,FRA,5577808.607844067,1.473304595090405,8.490004678342123,2014
1378,2015-03-31,法国,1,1,FRA,6160091.111957159,1.5019659755382913,8.884180586130094,2015
1379,2015-06-30,法国,1,2,FRA,895529.8498266586,0.2802304562840397,1.8493771146487656,2015
1380,2015-09-30,法国,0.7,3,FRA,2328584.749911967,0.5837334819217578,3.6709219615338533,2015
1381,2015-12-31,法国,1.2,4,FRA,5306547.155933699,1.3408706250484406,11.134683652218989,2015
1382,2016-03-31,法国,1,1,FRA,5297077.022946321,1.3956092520613896,10.450359223372502,2016
1383,2016-06-30,法国,0.6,2,FRA,1680285.5330682509,0.43672763714662327,2.49690493482576,2016
1384,2016-09-30,法国,0.5,3,FRA,2605998.1196256955,0.6600721820537309,3.601878409933326,2016
1385,2016-12-31,法国,0.8,4,FRA,5467769.973247263,1.4155735441299166,9.687937789955502,2016
1386,2017-03-31,法国,1.1,1,FRA,5922430.016145202,1.4430366621009847,10.719293417964268,2017
1387,2017-06-30,法国,2.2,2,FRA,2126981.486504096,0.6074176134740034,3.4414054491083914,2017
1388,2017-09-30,法国,2.9,3,FRA,2979457.0294791018,0.7576999906310725,4.470447101426226,2017
1389,2017-12-31,法国,2.9,4,FRA,5696712.47114919,1.383805878878871,9.802330412887722,2017
1390,2018-03-31,法国,2.2,1,FRA,5756435.237781701,1.4002573954212263,9.162502864476957,2018
1391,2018-06-30,法国,1.5,2,FRA,1355588.426346143,0.11145887525986024,0.31743253257439075,2018
1392,2018-09-30,法国,1.3,3,FRA,2378377.8432695996,0.6234378521570073,3.2423310863512333,2018
1393,2018-12-31,法国,1.4,4,FRA,5602281.542731382,1.359702880971344,9.252181539230477,2018
1394,2019-03-31,法国,2.4,1,FRA,5612070.356031138,1.3762408270121462,8.766314997328847,2019
1395,2019-06-30,法国,2.7,2,FRA,1941002.9532572012,0.549145733906423,2.129111692728901,2019
1396,2019-09-30,法国,2.2,3,FRA,2836232.1964497063,0.725393509088347,2.8752915079676793,2019
1397,2019-12-31,法国,1,4,FRA,5263216.120192704,1.2796282317869077,6.911026824385236,2019
1398,2020-03-31,法国,-5.1,1,FRA,5333673.4732048465,1.299191417744585,6.366835166557659,2020
1399,2020-06-30,法国,-17.2,2,FRA,1880247.969900898,0.5232977867748391,3.0718547884037393,2020
1400,2020-09-30,法国,-4.3,3,FRA,2647546.743426025,0.7284406655109897,2.738612632505997,2020
1401,2020-12-31,法国,-3.8,4,FRA,5403386.528902366,1.311292771557999,4.799683713114284,2020
1402,2021-03-31,法国,1.7,1,FRA,5979874.067166147,0.08910714330462116,0.6009866987391151,2021
1403,2021-06-30,法国,17.4,2,FRA,1961293.5631508622,0.10869047639980205,0.2539988498874001,2021
1404,2021-09-30,法国,4.4,3,FRA,2100359.360136471,0.09083333358700783,0.3693313556915127,2021
1405,2021-12-31,法国,5.1,4,FRA,5344857.013077284,0.10964285688740864,0.45159461337735346,2021
1406,2022-03-31,法国,4.7,1,FRA,5591506.209893675,0.0899404765860665,0.4833543118256965,2022
1407,2022-06-30,法国,3.7,2,FRA,1802697.779418641,0.11934523798880121,0.25903599230815844,2022
1408,2022-09-30,法国,1.4,3,FRA,2450394.4353506635,0.07060374166233603,0.3144017424898676,2022
1409,2022-12-31,法国,0.7,4,FRA,4648353.639343164,0.09232142893597484,0.37017344686559756,2022
1410,2023-03-31,法国,1,1,FRA,4652183.018525815,0.10732142809068869,0.40546721380510187,2023
1411,2023-06-30,法国,1.4,2,FRA,724755.6599248586,0.14648809532324472,0.22817127835349246,2023
1412,2023-09-30,法国,0.9,3,FRA,2110030.1515592616,0.08142857107200793,0.2669499723434526,2023
1413,2023-12-31,法国,1.2,4,FRA,4203091.906379703,0.1216666669629159,0.37884299031551794,2023
1414,2024-03-31,法国,1.3,1,FRA,4955488.34600121,0.0544642851288829,0.4428201548866348,2024
1479,2013-03-31,巴西,2.7211,1,BRA,11011304.651890839,0.31081882968136304,3.166624527818822,2013
1480,2013-06-30,巴西,4.0218,2,BRA,10436671.126733446,0.36920033709171,4.399066030503925,2013
1481,2013-09-30,巴西,2.759,3,BRA,10910985.19892729,0.5339181942041312,5.032473291390267,2013
1482,2013-12-31,巴西,2.5288,4,BRA,11176282.99421109,0.34598031614302166,4.514077722909936,2013
1483,2014-03-31,巴西,3.4694,1,BRA,11951225.606393045,0.31742329652808804,3.104504968507321,2014
1484,2014-06-30,巴西,-0.4353,2,BRA,10213941.794396823,0.6840222725545373,7.614955807129957,2014
1485,2014-09-30,巴西,-0.6388,3,BRA,11977054.22947207,0.446765400603747,5.309992958185636,2014
1486,2014-12-31,巴西,-0.2285,4,BRA,10473745.294507192,0.525433779144811,6.81767065866739,2014
1487,2015-03-31,巴西,-1.6194,1,BRA,14300582.100856686,0.36191692293507977,5.151137711980299,2015
1488,2015-06-30,巴西,-2.7404,2,BRA,9319168.170011489,0.6201247472760526,6.771032440099326,2015
1489,2015-09-30,巴西,-4.2628,3,BRA,10466760.97601434,0.5118260318561336,6.659748348350508,2015
1490,2015-12-31,巴西,-5.5196,4,BRA,11408434.055908328,0.36801322646857754,6.125264681934897,2015
1491,2016-03-31,巴西,-5.1382,1,BRA,9258328.340130223,0.3536636352647367,4.7161185029895485,2016
1492,2016-06-30,巴西,-3.2185,2,BRA,10785806.21396092,0.434202741031885,5.059136503590575,2016
1493,2016-09-30,巴西,-2.4542,3,BRA,10503424.35730434,0.7851934424407166,7.761495309907058,2016
1494,2016-12-31,巴西,-2.2611,4,BRA,10261419.62041205,0.42060513116382275,4.663616400607333,2016
1495,2017-03-31,巴西,0.282,1,BRA,15922421.390167102,0.41002194632290667,3.330372792434274,2017
1496,2017-06-30,巴西,0.7875,2,BRA,17239310.003451623,0.424649525525502,3.2725474934098195,2017
1497,2017-09-30,巴西,1.6407,3,BRA,17294682.651851896,0.425734298685402,3.949475796703833,2017
1498,2017-12-31,巴西,2.5762,4,BRA,18231295.152790647,0.45314961537848925,3.5223570539229567,2017
1499,2018-03-31,巴西,1.905,1,BRA,15875126.212498656,0.39538295753021196,2.674117080833239,2018
1500,2018-06-30,巴西,1.6171,2,BRA,18079971.609288927,0.24633651079366622,2.596670828100601,2018
1501,2018-09-30,巴西,2.0568,3,BRA,16505422.452382611,0.4062144535199712,3.9932040567379694,2018
1502,2018-12-31,巴西,1.5546,4,BRA,16540728.052631857,0.41176216854527664,2.7039205726476787,2018
1503,2019-03-31,巴西,0.9013,1,BRA,15641000.788230365,0.39933115415389536,5.0254028815439495,2019
1504,2019-06-30,巴西,1.1725,2,BRA,14780978.760539547,0.36686021470763786,4.930094515673443,2019
1505,2019-09-30,巴西,1.1096,3,BRA,14898595.986335514,0.3691539871332843,3.0038487668454583,2019
1506,2019-12-31,巴西,1.6939,4,BRA,15963103.88087376,0.4020119043910717,4.541571589898267,2019
1507,2020-03-31,巴西,0.414,1,BRA,17493959.925629172,0.4480704200870374,8.369564091521346,2020
1508,2020-06-30,巴西,-10.1377,2,BRA,18937595.593903575,0.46528007688253764,4.348954289457438,2020
1509,2020-09-30,巴西,-3.0357,3,BRA,19407887.174421754,0.47664457748936284,3.3389387085774334,2020
1510,2020-12-31,巴西,-0.3339,4,BRA,18938153.836616077,0.46710317287325925,5.1479444855234355,2020
1511,2021-03-31,巴西,1.7498,1,BRA,16754231.993534127,0.16568437074042017,1.703286164734689,2021
1512,2021-06-30,巴西,12.3965,2,BRA,18421976.71659901,0.18175430524448666,2.1306245228801095,2021
1513,2021-09-30,巴西,4.213,3,BRA,20234549.501530368,0.19951103541049267,2.272267956636826,2021
1514,2021-12-31,巴西,1.4586,4,BRA,18724447.74452803,0.18479825367504463,2.030025703422492,2021
1515,2022-03-31,巴西,1.4734,1,BRA,17220113.338478018,0.17012961307191352,1.7878740162204165,2022
1516,2022-06-30,巴西,3.5439,2,BRA,20120709.69333152,0.19841915743219726,1.5543374955851526,2022
1517,2022-09-30,巴西,4.3218,3,BRA,18609469.830878887,0.18719132484588097,2.261754310263114,2022
1518,2022-12-31,巴西,2.6939,4,BRA,21481428.115228653,0.21202988119087643,1.7261345598397162,2022
1519,2023-03-31,巴西,4.2212,1,BRA,18884044.6519398,0.1864299782210752,1.9474642530610564,2023
1520,2023-06-30,巴西,3.4681,2,BRA,21833026.306779426,0.2152619930151394,1.9991002748933093,2023
1521,2023-09-30,巴西,1.9597,3,BRA,21496261.663996745,0.21190850069936032,3.120227688124256,2023
1522,2023-12-31,巴西,2.0532,4,BRA,24460939.167443592,0.24125609477108115,3.3508070769692146,2023
1523,2024-03-31,巴西,2.456,1,BRA,22087218.8470396,0.2179389761228257,2.495664538141541,2024
1648,2013-03-31,意大利,-2.9,1,ITA,5587627.409776264,2.9244414918383783,7.6466735749393315,2013
1649,2013-06-30,意大利,-2.2,2,ITA,2130415.799861999,1.1155830860020874,4.37360594106156,2013
1650,2013-09-30,意大利,-1.5,3,ITA,3719451.013165733,1.9481487628395424,6.333409283681409,2013
1651,2013-12-31,意大利,-0.9,4,ITA,5557037.439581589,2.908315865215433,7.993346545186718,2013
1652,2014-03-31,意大利,0.2,1,ITA,5556338.1530513195,2.908766047064218,8.896399268120753,2014
1653,2014-06-30,意大利,0.1,2,ITA,2158642.429952428,1.1304066043401757,3.742825701505449,2014
1654,2014-09-30,意大利,0.1,3,ITA,3938738.673091696,2.0615048913180813,7.834988058289127,2014
1655,2014-12-31,意大利,-0.1,4,ITA,5769687.729557186,3.0262009913704038,7.950455482683239,2014
1656,2015-03-31,意大利,0.1,1,ITA,5819730.366305351,3.0460003311851778,7.816294087413943,2015
1657,2015-06-30,意大利,0.5,2,ITA,1958692.2434048716,1.087521752551094,3.634321502263244,2015
1658,2015-09-30,意大利,0.5,3,ITA,3465710.196578949,1.821383401813992,5.842783491651289,2015
1659,2015-12-31,意大利,1.4,4,ITA,5465981.439657879,2.8628841419566644,8.514744338396664,2015
1660,2016-03-31,意大利,1.4,1,ITA,5506364.52647473,2.889234554062313,7.8281209192440615,2016
1661,2016-06-30,意大利,1.2,2,ITA,2075827.023147219,1.0925274777518397,3.5498822822727387,2016
1662,2016-09-30,意大利,1.6,3,ITA,3917861.439575176,2.070515914432131,6.672229599847912,2016
1663,2016-12-31,意大利,1.5,4,ITA,5677371.629654353,2.9712597665132177,8.05109416922408,2016
1664,2017-03-31,意大利,1.6,1,ITA,6184023.799229242,3.236382048212299,8.148972410555325,2017
1665,2017-06-30,意大利,1.8,2,ITA,2513557.71303924,1.315638958220143,4.290343556858642,2017
1666,2017-09-30,意大利,1.7,3,ITA,4264151.52614564,2.2316872445188065,6.02008528107761,2017
1667,2017-12-31,意大利,1.9,4,ITA,6323520.715496957,3.3093871546360614,8.224040690945976,2017
1668,2018-03-31,意大利,1.3,1,ITA,6099340.4956452465,3.192066711025836,7.88211075749664,2018
1669,2018-06-30,意大利,0.9,2,ITA,2168180.1896516457,0.2723368912852215,1.7672551242405143,2018
1670,2018-09-30,意大利,0.6,3,ITA,3013287.2296552514,1.5770201252635492,4.637495115038834,2018
1671,2018-12-31,意大利,0.3,4,ITA,5781951.389164503,3.0259657026701174,7.617566195836372,2018
1672,2019-03-31,意大利,0.5,1,ITA,6409423.6556532085,3.3543446722925556,8.447962046303266,2019
1673,2019-06-30,意大利,0.8,2,ITA,2479106.439870235,1.2977115973281843,4.052968347121163,2019
1674,2019-09-30,意大利,0.8,3,ITA,4017505.5361678177,2.102709896130513,5.719717206703738,2019
1675,2019-12-31,意大利,-0.2,4,ITA,5981156.032380164,3.1302131121362695,7.989075521502959,2019
1676,2020-03-31,意大利,-6.3,1,ITA,6047239.8361440925,3.1648329663332926,8.421445586242319,2020
1677,2020-06-30,意大利,-17.6,2,ITA,2313193.996234477,1.2106111359841067,3.8400253604047094,2020
1678,2020-09-30,意大利,-6.2,3,ITA,4105975.6395251174,2.1489259708925204,6.16972367133594,2020
1679,2020-12-31,意大利,-6,4,ITA,6018617.558814374,3.1498174093104105,7.280696374713102,2020
1680,2021-03-31,意大利,1.5,1,ITA,6506063.368877762,0.8171147025055463,4.434147439776383,2021
1681,2021-06-30,意大利,18.1,2,ITA,2319947.5165549614,0.291368848179052,1.8602504259657744,2021
1682,2021-09-30,意大利,6.6,3,ITA,3088816.2928392417,0.3879465713690593,2.2891379177508147,2021
1683,2021-12-31,意大利,8,4,ITA,5963335.525492172,0.7489524451283435,3.784747951376039,2021
1684,2022-03-31,意大利,6.6,1,ITA,6494718.425203364,0.8156898925518282,4.174948298623716,2022
1685,2022-06-30,意大利,5.3,2,ITA,2338439.0962192235,0.29369132010858595,1.7977635986209808,2022
1686,2022-09-30,意大利,2.8,3,ITA,3703561.4762639366,0.4651410310850393,2.479774503307818,2022
1687,2022-12-31,意大利,2,4,ITA,5626401.19875569,0.7066354692593655,3.6209863704289753,2022
1688,2023-03-31,意大利,2.2,1,ITA,6081319.628742893,0.7637709621849185,3.81511122554177,2023
1689,2023-06-30,意大利,0.6,2,ITA,1931619.4329529367,0.24262825596955676,1.3721615929360187,2023
1690,2023-09-30,意大利,0.6,3,ITA,3698292.0860064677,0.46448159363190467,3.088887846220756,2023
1691,2023-12-31,意大利,0.7,4,ITA,5953474.8319474505,0.747715061951585,3.846958292297313,2023
1692,2024-03-31,意大利,0.7,1,ITA,6526952.279558783,0.8197381992452857,4.067635523711484,2024
1897,2013-03-31,加拿大,1.57,1,CAN,52926794.398524314,0.6025524822999451,2.7620889909372064,2013
1898,2013-06-30,加拿大,1.82,2,CAN,1951865.4495024749,0.022422330871472065,0.4069108459603407,2013
1899,2013-09-30,加拿大,2.52,3,CAN,2749683.56616163,0.03166991045157493,0.6936139511099325,2013
1900,2013-12-31,加拿大,3.38,4,CAN,60159722.77525357,0.6852511909363331,2.591640652367093,2013
1901,2014-03-31,加拿大,2.64,1,CAN,49330707.5819247,0.5616711481439995,3.426693464302023,2014
1902,2014-06-30,加拿大,2.98,2,CAN,1972024.516043296,0.023591294705660033,0.7164231444157113,2014
1903,2014-09-30,加拿大,3.12,3,CAN,6933623.230495855,0.07915278625731957,0.9889902160813624,2014
1904,2014-12-31,加拿大,2.76,4,CAN,70118776.87547703,0.8004492903280741,3.070786815402983,2014
1905,2015-03-31,加拿大,2.01,1,CAN,78564741.96209878,0.8939851519753862,3.180558150547075,2015
1906,2015-06-30,加拿大,0.81,2,CAN,897271.40643056,0.010293973335666366,0.3508440861690803,2015
1907,2015-09-30,加拿大,0.21,3,CAN,5106784.74114316,0.060763503382548066,0.9363117621272242,2015
1908,2015-12-31,加拿大,-0.41,4,CAN,77288647.06163447,0.8823858280560358,2.6135600140155693,2015
1909,2016-03-31,加拿大,0.74,1,CAN,64071778.920940906,0.7347783838169971,3.15272603034208,2016
1910,2016-06-30,加拿大,0.52,2,CAN,1754394.3663440708,0.021101164464043965,0.5327448222010717,2016
1911,2016-09-30,加拿大,1.2,3,CAN,18999352.90408624,0.21776203553217224,1.1168915246345834,2016
1912,2016-12-31,加拿大,1.7,4,CAN,74779126.74078968,0.8509447387719234,3.0184381190540432,2016
1913,2017-03-31,加拿大,2.37,1,CAN,90962292.51348901,1.035076410352245,3.6316275597290972,2017
1914,2017-06-30,加拿大,3.97,2,CAN,2232392.2436117153,0.0254518673418585,0.527094076490797,2017
1915,2017-09-30,加拿大,2.93,3,CAN,11609459.22569857,0.1320793179121922,0.984562004205274,2017
1916,2017-12-31,加拿大,2.88,4,CAN,78226039.03675763,0.8897761930336033,3.9664311422059675,2017
1917,2018-03-31,加拿大,2.78,1,CAN,60372588.26723442,0.6868521717266766,4.06942079227881,2018
1918,2018-06-30,加拿大,2.5,2,CAN,1638049.569906424,0.009659210144684866,0.3912650127297083,2018
1919,2018-09-30,加拿大,2.99,3,CAN,3062888.501109258,0.03501763634304153,0.6871465322744811,2018
1920,2018-12-31,加拿大,2.71,4,CAN,63817180.74396005,0.7259347893491869,4.058850381290941,2018
1921,2019-03-31,加拿大,1.77,1,CAN,77590158.09224938,0.8825566124873575,4.1533330802829935,2019
1922,2019-06-30,加拿大,2.09,2,CAN,2352646.983424775,0.026953338905344335,0.8793032948337083,2019
1923,2019-09-30,加拿大,1.86,3,CAN,10663024.440589674,0.12133205519275318,1.2084761271947084,2019
1924,2019-12-31,加拿大,1.91,4,CAN,65843144.07327267,0.7489377372427285,4.224282495734514,2019
1925,2020-03-31,加拿大,-0.32,1,CAN,59121877.547109164,0.6727499538215697,4.2127569237482945,2020
1926,2020-06-30,加拿大,-12.24,2,CAN,1325372.720199719,0.015080496854680166,0.6861815070114127,2020
1927,2020-09-30,加拿大,-4.54,3,CAN,7290172.2301750695,0.08295315659151196,1.0324506677437943,2020
1928,2020-12-31,加拿大,-3.02,4,CAN,67111876.22180904,0.7634961122879247,5.292338466996431,2020
1929,2021-03-31,加拿大,0.33,1,CAN,74175832.34579107,0.437074455344449,3.470519791502659,2021
1930,2021-06-30,加拿大,12.38,2,CAN,1952695.1196053736,0.011530030413950733,1.0742443452727337,2021
1931,2021-09-30,加拿大,4.75,3,CAN,3430743.509775983,0.020233170299197602,0.5241477268131082,2021
1932,2021-12-31,加拿大,4.44,4,CAN,70697114.40644394,0.4165859049959673,2.556837349633233,2021
1933,2022-03-31,加拿大,3.94,1,CAN,79277874.26128884,0.4671575101669852,3.479859165503647,2022
1934,2022-06-30,加拿大,5.25,2,CAN,2732837.203974448,0.016114664869947132,1.3918647048095683,2022
1935,2022-09-30,加拿大,3.98,3,CAN,8623887.947716052,0.05082065168745283,0.6511637626776597,2022
1936,2022-12-31,加拿大,2.16,4,CAN,97661064.57506247,0.5754599836852817,3.204927257039716,2022
1937,2023-03-31,加拿大,2.04,1,CAN,87163752.98054592,0.5136162354737068,3.7223144549622695,2023
1938,2023-06-30,加拿大,1.27,2,CAN,1122235.5163866251,0.006619790354692766,0.5064145526938694,2023
1939,2023-09-30,加拿大,0.73,3,CAN,9285993.214109622,0.05472335127190856,1.1635932158966977,2023
1940,2023-12-31,加拿大,0.97,4,CAN,81309816.46709369,0.4792068267145087,4.744060480213412,2023
1941,2024-03-31,加拿大,0.53,1,CAN,79712059.20739098,0.4698133129853274,3.969480376283616,2024
2010,2013-03-31,俄罗斯,1.131181289225007,1,RUS,91648679.3798328,0.5586752365239002,17.394913950409805,2013
2011,2013-06-30,俄罗斯,1.721541424278165,2,RUS,774827.319391415,0.004777643376883867,0.4613630789420096,2013
2012,2013-09-30,俄罗斯,1.509737244881623,3,RUS,3227327.99791166,0.01983874759733303,1.414446013757501,2013
2013,2013-12-31,俄罗斯,2.545971019748274,4,RUS,90347131.5712169,0.5523053493697577,24.194617556708707,2013
2014,2014-03-31,俄罗斯,-0.047356349461587,1,RUS,92077573.89860922,0.561786528384765,20.715470063894156,2014
2015,2014-06-30,俄罗斯,0.555510063706785,2,RUS,871445.186857696,0.005473906397396501,0.546576506523686,2014
2016,2014-09-30,俄罗斯,1.405269682450059,3,RUS,4940142.24022985,0.030380597427461898,2.550692227883255,2014
2017,2014-12-31,俄罗斯,0.927683149643426,4,RUS,132276278.78750281,0.8204600193491401,12.014907217973622,2014
2018,2015-03-31,俄罗斯,-1.526021207310476,1,RUS,102499445.31884097,0.6251503088979241,11.257770894385287,2015
2019,2015-06-30,俄罗斯,-3.088915019820782,2,RUS,349990.96979101497,0.0021550624282338665,0.31156846080457834,2015
2020,2015-09-30,俄罗斯,-1.699971382000523,3,RUS,2557830.7924508727,0.0158858618498669,1.7080244604268928,2015
2021,2015-12-31,俄罗斯,-1.597136250029198,4,RUS,106497896.34821029,0.6555861483483477,10.69473411209105,2015
2022,2016-03-31,俄罗斯,-0.206455041273056,1,RUS,88484320.5607326,0.5463112178563002,13.093368807417496,2016
2023,2016-06-30,俄罗斯,0.321325096296695,2,RUS,687116.00967604,0.004299982908582834,0.477711891665759,2016
2024,2016-09-30,俄罗斯,0.058542265933781,3,RUS,4650480.179346732,0.0288887951327934,2.638930022139857,2016
2025,2016-12-31,俄罗斯,0.537953462426339,4,RUS,126646426.49084528,0.7721531261938085,14.793201114817052,2016
2026,2017-03-31,俄罗斯,1.310013816130332,1,RUS,139884530.92528906,0.8522938390952893,16.824035803660752,2017
2027,2017-06-30,俄罗斯,2.341242453279013,2,RUS,1505504.8772861753,0.009175920515162066,1.048850930392842,2017
2028,2017-09-30,俄罗斯,2.637920783311617,3,RUS,7634360.6059636725,0.046525479671489296,2.2953931307609876,2017
2029,2017-12-31,俄罗斯,1.040341645244975,4,RUS,115738143.1024601,0.7051755443104986,13.407493417335234,2017
2030,2018-03-31,俄罗斯,2.563064454838286,1,RUS,93380837.9772409,0.5690080823431093,18.02334005213255,2018
2031,2018-06-30,俄罗斯,2.72898101891561,2,RUS,1017880.0199635742,0.0014519625513656333,0.8143080871049606,2018
2032,2018-09-30,俄罗斯,2.63390614937588,3,RUS,3780045.2698954805,0.023044623382213667,2.4950750392626686,2018
